filename,xmin,ymin,xmax,ymax,class
page_CPPCO_MSFO_23Q4.pdf_43.png,1501,1936,161,2152,table
page_TRFMN_MSFO_23Q4.pdf_35.png,1532,2062,207,1717,table
page_BINGR_MSFO_23Q4.pdf_47.png,1502,1924,253,1582,table
page_ODCOR_MSFO_23Q4.pdf_53.png,1525,1830,190,1295,table
page_ATENC_MSFO_24Q1.pdf_30.png,1404,1201,214,995,table
page_AVAGR_MSFO_23Q4.pdf_41.png,1449,2073,219,1861,table
page_RFBIN_MSFO_23Q3.pdf_36.png,1332,941,214,597,table
page_CHTPZ_MSFO_23Q4.pdf_38.png,1578,370,191,516,table
page_ROSAL_MSFO_23Q4.pdf_40.png,1534,1000,189,1808,table
page_RFBIN_MSFO_23Q3.pdf_71.png,1444,1581,217,1347,table
page_RESOL_MSFO_23Q3.pdf_17.png,1488,2002,242,1447,table
page_ZASLO_MSFO_23Q4.pdf_5.png,1376,1334,230,1029,table
page_SNTRM_MSFO_23Q4.pdf_27.png,1535,840,114,1084,table
page_VBKVZ_MSFO_23Q4.pdf_36.png,2218,534,181,842,table
page_POCHR_MSFO_23Q4.pdf_40.png,1532,1520,191,1277,table
page_AVBAN_MSFO_23Q4.pdf_9.png,1503,340,248,668,table
page_APRIO_MSFO_24Q1.pdf_12.png,1536,1722,152,1136,table
page_ROSMP_MSFO_23Q4.pdf_8.png,1561,1421,218,939,table
page_DOMRF_MSFO_23Q4.pdf_21.png,1525,388,213,1228,table
page_DOMRB_MSFO_24Q1.pdf_14.png,1531,579,210,274,table
page_RFBIN_MSFO_23Q3.pdf_78.png,1440,1910,216,1656,table
page_REKOP_MSFO_23Q4.pdf_21.png,142,470,1415,224,table
page_KIRZD_MSFO_23Q4.pdf_43.png,1495,1605,245,2020,table
page_SPINL_MSFO_23Q4.pdf_43.png,1524,1859,279,1631,table
page_ATENC_MSFO_23Q4.pdf_8.png,1374,1165,257,813,table
page_SETGL_MSFO_23Q4.pdf_38.png,1476,1616,228,1377,table
page_ROSMP_MSFO_23Q4.pdf_36.png,1552,1212,222,403,table
page_NOVTR_MSFO_23Q4.pdf_33.png,229,863,1542,1245,table
page_RBFIN_MSFO_23Q4.pdf_18.png,1479,931,210,401,table
page_LIZTR_MSFO_23Q4.pdf_60.png,1985,1056,193,280,table
page_TIONE_MSFO_23Q4.pdf_4.png,1483,1333,204,420,table
page_YUVLT_MSFO_23Q4.pdf_44.png,1528,1102,289,699,table
page_APRIO_MSFO_24Q1.pdf_5.png,1581,1840,114,331,table
page_EVBRZ_MSFO_23Q4.pdf_101.png,1511,1089,190,509,table
page_BCSPL_MSFO_23Q4.pdf_33.png,1526,1425,205,1175,table
page_RBFIN_MSFO_23Q4.pdf_11.png,1538,791,218,244,table
page_GTSNB_MSFO_23Q4.pdf_31.png,1478,556,201,926,table
page_RSBNK_MSFO_23Q3.pdf_32.png,188,1210,1535,1786,table
page_ERTHO_MSFO_23Q3.pdf_15.png,1442,1612,216,1323,table
page_PRSLK_MSFO_23Q4.pdf_30.png,1563,1481,304,468,table
page_GKPIN_MSFO_23Q4.pdf_10.png,2180,909,161,322,table
page_TLFNS_MSFO_23Q4.pdf_19.png,1547,1170,146,1740,table
page_SLVNF_MSFO_23Q3.pdf_5.png,1508,1745,182,338,table
page_BORKP_MSFO_23Q4.pdf_8.png,1462,1492,239,310,table
page_SLNSV_MSFO_23Q4.pdf_27.png,1426,1750,227,1132,table
page_VBKVZ_MSFO_23Q4.pdf_25.png,1544,846,184,356,table
page_SKBFK_MSFO_23Q4.pdf_24.png,1515,571,213,871,table
page_IIBNK_MSFO_23Q4.pdf_61.png,1505,1865,208,1552,table
page_IDCOL_MSFO_23Q4.pdf_23.png,1414,368,113,663,table
page_URALK_MSFO_23Q4.pdf_10.png,2219,1054,236,288,table
page_BCSPL_MSFO_23Q4.pdf_35.png,2179,1338,166,829,table
page_SETGL_MSFO_23Q4.pdf_34.png,1488,339,214,1893,table
page_GTLKA_MSFO_23Q4.pdf_90.png,1538,1924,254,1274,table
page_ROSAL_MSFO_23Q4.pdf_29.png,1541,1435,185,1929,table
page_YUVLT_MSFO_23Q4.pdf_22.png,1521,1636,281,1191,table
page_RESOL_MSFO_23Q3.pdf_12.png,1490,778,240,345,table
page_RESOL_MSFO_23Q4.pdf_6.png,1488,347,246,1607,table
page_GTSNB_MSFO_23Q4.pdf_20.png,1502,1045,230,881,table
page_PRKNT_MSFO_23Q4.pdf_31.png,148,234,2223,1134,table
page_SETGL_MSFO_23Q4.pdf_31.png,222,526,1483,622,table
page_CEEFP_MSFO_23Q4.pdf_10.png,271,1806,1491,1335,table
page_EVBRZ_MSFO_23Q4.pdf_72.png,1474,1662,188,445,table
page_ZSDIA_MSFO_23Q4.pdf_41.png,246,604,1499,1097,table
page_PRKNT_MSFO_23Q4.pdf_37.png,1523,1051,170,448,table
page_DOMRB_MSFO_23Q3.pdf_25.png,1536,1004,210,752,table
page_ASTDN_MSFO_23Q4.pdf_34.png,1504,1596,251,1251,table
page_GTSNB_MSFO_23Q4.pdf_20.png,1499,1941,238,1812,table
page_DOMRF_MSFO_24Q1.pdf_6.png,1534,384,202,1513,table
page_ELSTR_MSFO_23Q4.pdf_37.png,167,144,1421,2049,table
page_RSGFN_MSFO_23Q4.pdf_31.png,208,2077,1509,1468,table
page_IIBNK_MSFO_23Q4.pdf_10.png,2211,1089,205,354,table
page_ARZPR_MSFO_23Q4.pdf_35.png,1452,1486,222,1146,table
page_ROSMP_MSFO_23Q4.pdf_14.png,1548,1398,215,227,table
page_JKHSY_MSFO_23Q4.pdf_17.png,1507,572,227,343,table
page_RFBIN_MSFO_23Q3.pdf_61.png,1445,257,212,452,table
page_BCSPL_MSFO_23Q4.pdf_55.png,1533,1576,195,1976,table
page_TRFMN_MSFO_24Q1.pdf_24.png,210,805,1522,1126,table
page_GTSNB_MSFO_23Q4.pdf_20.png,1512,1349,228,1154,table
page_GTLKA_MSFO_23Q4.pdf_83.png,242,2156,1550,1880,table
page_LIMEZ_MSFO_23Q4.pdf_32.png,1448,1096,259,1318,table
page_DOMRB_MSFO_24Q1.pdf_17.png,1529,1098,211,799,table
page_GTSNB_MSFO_23Q4.pdf_31.png,1494,1820,223,2027,table
page_RFBIN_MSFO_23Q3.pdf_19.png,1436,193,215,688,table
page_VBKVZ_MSFO_23Q4.pdf_29.png,1528,1679,191,2122,table
page_DOMRB_MSFO_24Q1.pdf_14.png,1531,1342,208,980,table
page_DRSDV_MSFO_23Q4.pdf_48.png,1503,348,126,822,table
page_ELSTR_MSFO_23Q4.pdf_36.png,161,298,1452,1738,table
page_ARAGN_MSFO_23Q4.pdf_31.png,1499,353,195,501,table
page_TRKHD_MSFO_23Q4.pdf_37.png,1468,780,178,656,table
page_ROSZD_MSFO_23Q4.pdf_83.png,1541,1233,191,1453,table
page_ODCOR_MSFO_23Q4.pdf_40.png,1550,1305,184,435,table
page_EVBRZ_MSFO_23Q4.pdf_103.png,191,439,1537,1951,table
page_GTLKA_MSFO_23Q4.pdf_97.png,1571,1545,247,746,table
page_RESOL_MSFO_23Q4.pdf_33.png,1487,2095,240,1972,table
page_PRKLK_MSFO_23Q4.pdf_38.png,1524,618,195,415,table
page_AVDOM_MSFO_23Q4.pdf_54.png,1524,1185,240,932,table
page_RSGEO_MSFO_23Q4.pdf_57.png,1492,1205,189,1398,table
page_VISAO_MSFO_23Q4.pdf_6.png,1494,1361,171,302,table
page_ERTHO_MSFO_23Q4.pdf_35.png,1447,2176,208,431,table
page_ZASLO_MSFO_23Q4.pdf_42.png,1453,1775,232,1320,table
page_ASTDN_MSFO_23Q4.pdf_52.png,1508,951,249,1376,table
page_EVBRZ_MSFO_23Q4.pdf_107.png,1502,1619,190,441,table
page_SIBUR_MSFO_23Q4.pdf_30.png,1520,559,223,262,table
page_DOMRF_MSFO_23Q4.pdf_19.png,1504,1206,207,1403,table
page_RSGEO_MSFO_23Q4.pdf_43.png,1507,802,193,476,table
page_ATENC_MSFO_23Q3.pdf_42.png,1434,1389,214,1661,table
page_TRKHD_MSFO_23Q4.pdf_12.png,184,259,1528,1535,table
page_ATENC_MSFO_23Q3.pdf_56.png,1147,1226,210,1959,table
page_DOMRF_MSFO_23Q4.pdf_52.png,2213,345,207,1072,table
page_SELTL_MSFO_23Q4.pdf_41.png,1507,439,258,985,table
page_TRFMN_MSFO_23Q4.pdf_36.png,208,1281,1535,1586,table
page_DOMRF_MSFO_23Q4.pdf_76.png,1540,330,205,1486,table
page_GMSRV_MSFO_23Q4.pdf_47.png,1568,1210,238,1585,table
page_TRFMN_MSFO_23Q4.pdf_35.png,1528,1089,207,763,table
page_TRFMN_MSFO_24Q1.pdf_29.png,1524,750,205,448,table
page_PRKNT_MSFO_23Q4.pdf_36.png,1522,437,156,272,table
page_POCHR_MSFO_23Q4.pdf_39.png,1530,1923,193,1647,table
page_KVSAR_MSFO_23Q4.pdf_9.png,1491,1076,242,978,table
page_KIRZD_MSFO_23Q4.pdf_18.png,1340,1756,332,1586,table
page_RSGFN_MSFO_23Q4.pdf_21.png,1520,2064,210,1871,table
page_DOMRB_MSFO_24Q1.pdf_26.png,1532,1093,207,598,table
page_DELPT_MSFO_23Q4.pdf_41.png,135,1219,1525,1427,table
page_ARAGN_MSFO_23Q4.pdf_31.png,1520,698,197,840,table
page_BALIZ_MSFO_23Q4.pdf_43.png,1524,1641,245,1846,table
page_SNTRM_MSFO_23Q4.pdf_16.png,1539,1303,107,1018,table
page_ATENC_MSFO_23Q3.pdf_54.png,223,746,1400,1137,table
page_KVSAR_MSFO_23Q4.pdf_9.png,1496,884,245,267,table
page_AERFL_MSFO_23Q4.pdf_22.png,185,524,1541,1007,table
page_IDCOL_MSFO_23Q4.pdf_20.png,1407,705,115,507,table
page_CTYMT_MSFO_23Q4.pdf_38.png,1535,1102,225,778,table
page_SIBUR_MSFO_23Q4.pdf_30.png,1516,2152,234,1953,table
page_SGTRN_MSFO_23Q4.pdf_27.png,1511,1109,257,799,table
page_IEKHL_MSFO_23Q4.pdf_60.png,228,1004,1485,193,table
page_ZSDIA_MSFO_23Q4.pdf_12.png,248,1673,1485,338,table
page_ATENC_MSFO_23Q4.pdf_95.png,1481,993,217,776,table
page_RFBIN_MSFO_23Q3.pdf_93.png,211,368,1449,1539,table
page_ODCOR_MSFO_23Q4.pdf_54.png,1539,1721,183,1393,table
page_ELLZN_MSFO_23Q4.pdf_32.png,1458,1717,239,1421,table
page_ELLZN_MSFO_23Q3.pdf_8.png,248,758,1463,650,table
page_TRFMN_MSFO_24Q1.pdf_10.png,1545,1197,218,1025,table
page_AERFL_MSFO_23Q4.pdf_32.png,1528,945,187,563,table
page_BINGR_MSFO_23Q4.pdf_36.png,1505,765,255,424,table
page_CPPCO_MSFO_23Q4.pdf_43.png,1503,1059,161,1400,table
page_VISAO_MSFO_23Q4.pdf_7.png,1492,939,165,276,table
page_NOVTR_MSFO_23Q4.pdf_38.png,1532,589,234,960,table
page_GTSNB_MSFO_23Q4.pdf_27.png,1443,1642,223,1350,table
page_SNTRM_MSFO_23Q4.pdf_39.png,1532,1875,119,1502,table
page_ROSAD_MSFO_23Q4.pdf_32.png,1518,1003,199,772,table
page_BALIZ_MSFO_23Q4.pdf_34.png,244,1799,1530,1356,table
page_DRSDV_MSFO_23Q4.pdf_55.png,1563,632,159,433,table
page_TRKON_MSFO_24Q1.pdf_20.png,1516,1978,189,1812,table
page_METAL_MSFO_23Q4.pdf_45.png,2187,1451,209,987,table
page_CPPCO_MSFO_23Q4.pdf_31.png,1488,1724,168,1389,table
page_ATENC_MSFO_23Q4.pdf_94.png,1443,2069,217,1582,table
page_BCSPL_MSFO_23Q4.pdf_15.png,1569,1335,374,359,table
page_ZASLO_MSFO_23Q4.pdf_4.png,1393,945,220,703,table
page_GLORX_MSFO_23Q4.pdf_24.png,1515,807,198,512,table
page_SGTRN_MSFO_23Q4.pdf_44.png,1076,5,1076,5,table
page_SSCAP_MSFO_23Q4.pdf_37.png,1526,1448,228,1029,table
page_CEEFP_MSFO_23Q4.pdf_27.png,1518,1017,290,766,table
page_RSGEO_MSFO_23Q4.pdf_6.png,1528,1797,191,378,table
page_SIBUR_MSFO_23Q4.pdf_27.png,1522,1299,223,2031,table
page_PRKNT_MSFO_23Q4.pdf_48.png,1534,292,156,565,table
page_EVBRZ_MSFO_23Q4.pdf_114.png,1451,1003,186,1241,table
page_TRKHD_MSFO_23Q4.pdf_40.png,1554,1438,174,1214,table
page_SELTL_MSFO_23Q4.pdf_52.png,1498,1698,257,1912,table
page_SGTRN_MSFO_23Q4.pdf_10.png,151,392,2184,1180,table
page_ERTHO_MSFO_23Q4.pdf_42.png,1453,2159,210,1786,table
page_TRFMN_MSFO_23Q4.pdf_27.png,1532,1960,210,1818,table
page_ZASLO_MSFO_23Q4.pdf_51.png,1516,2096,245,1055,table
page_RFBIN_MSFO_23Q3.pdf_30.png,1441,805,215,187,table
page_GTLKA_MSFO_23Q4.pdf_79.png,238,262,1566,1948,table
page_GTLKA_MSFO_23Q4.pdf_71.png,1558,1218,232,1895,table
page_GTLKA_MSFO_23Q4.pdf_81.png,1569,1051,229,2128,table
page_CPPCO_MSFO_23Q4.pdf_40.png,1492,2189,163,2073,table
